TS,QV2M,PRECTOTCORR,date
25.41,18.86,11.45,2014-10-12
26.45,18.86,1.97,2014-10-13
26.89,19.78,5.91,2014-10-14
27.42,19.53,7.53,2014-10-15
25.39,16.48,0.21,2014-10-16
23.94,15.5,0.0,2014-10-17
24.22,15.14,0.0,2014-10-18
22.73,12.82,0.0,2014-10-19
22.57,12.76,0.0,2014-10-20
23.4,13.06,0.0,2014-10-21
24.57,14.47,0.0,2014-10-22
25.09,14.83,0.01,2014-10-23
24.58,14.53,0.01,2014-10-24
23.98,14.77,0.01,2014-10-25
23.24,15.87,0.62,2014-10-26
22.95,15.08,0.02,2014-10-27
23.73,14.16,0.74,2014-10-28
23.55,13.92,0.45,2014-10-29
23.24,13.79,0.0,2014-10-30
23.82,14.77,0.0,2014-10-31
24.32,15.2,0.0,2014-11-01
24.17,14.95,0.0,2014-11-02
23.06,13.61,0.0,2014-11-03
22.53,12.63,0.0,2014-11-04
22.15,12.39,0.0,2014-11-05
22.08,12.76,0.0,2014-11-06
22.92,13.43,0.0,2014-11-07
24.08,14.1,0.0,2014-11-08
24.19,14.59,0.0,2014-11-09
22.73,13.06,0.0,2014-11-10
22.31,12.63,0.0,2014-11-11
22.4,12.39,0.0,2014-11-12
20.81,9.95,0.0,2014-11-13
19.18,9.03,0.0,2014-11-14
19.05,8.73,0.0,2014-11-15
18.79,8.48,0.0,2014-11-16
19.05,8.54,0.0,2014-11-17
19.38,9.58,0.0,2014-11-18
19.67,9.89,0.0,2014-11-19
19.31,9.4,0.0,2014-11-20
18.26,8.24,0.0,2014-11-21
18.04,7.69,0.0,2014-11-22
17.45,7.45,0.0,2014-11-23
17.18,7.63,0.0,2014-11-24
17.04,7.75,0.0,2014-11-25
17.28,7.51,0.0,2014-11-26
17.66,7.75,0.0,2014-11-27
17.48,7.57,0.0,2014-11-28
17.58,7.69,0.0,2014-11-29
18.36,8.85,0.0,2014-11-30
19.03,9.95,0.0,2014-12-01
19.14,9.28,0.0,2014-12-02
18.58,8.36,0.0,2014-12-03
19.12,9.4,0.0,2014-12-04
20.01,9.7,0.0,2014-12-05
18.94,9.09,0.0,2014-12-06
17.03,6.96,0.0,2014-12-07
16.59,6.84,0.0,2014-12-08
16.12,6.35,0.0,2014-12-09
15.51,5.86,0.0,2014-12-10
15.19,5.98,0.0,2014-12-11
14.55,5.98,0.12,2014-12-12
14.4,6.29,0.0,2014-12-13
16.15,8.3,0.02,2014-12-14
19.96,8.97,0.01,2014-12-15
19.44,10.13,0.01,2014-12-16
17.07,6.47,0.0,2014-12-17
14.99,6.04,0.0,2014-12-18
15.19,6.59,0.0,2014-12-19
16.08,6.84,0.0,2014-12-20
15.83,6.35,0.0,2014-12-21
16.01,6.9,0.0,2014-12-22
16.01,6.47,0.0,2014-12-23
16.02,6.1,0.0,2014-12-24
14.6,5.37,0.0,2014-12-25
13.62,5.31,0.0,2014-12-26
13.03,5.37,0.0,2014-12-27
14.76,6.16,0.0,2014-12-28
15.87,6.59,0.0,2014-12-29
16.61,7.14,0.0,2014-12-30
18.66,8.36,0.01,2014-12-31
20.37,9.7,0.0,2015-01-01
22.3,12.02,1.22,2015-01-02
22.42,12.33,2.39,2015-01-03
19.83,11.9,6.03,2015-01-04
18.72,8.42,0.0,2015-01-05
15.31,6.23,0.0,2015-01-06
14.97,6.1,0.0,2015-01-07
15.12,6.47,0.0,2015-01-08
16.36,6.84,0.0,2015-01-09
15.07,5.31,0.0,2015-01-10
13.68,4.76,0.0,2015-01-11
14.12,4.88,0.0,2015-01-12
15.32,5.86,0.0,2015-01-13
16.52,5.92,0.0,2015-01-14
17.51,6.23,0.0,2015-01-15
18.12,6.71,0.0,2015-01-16
17.48,6.29,0.07,2015-01-17
15.69,5.74,0.08,2015-01-18
15.33,5.49,0.0,2015-01-19
14.82,4.88,0.0,2015-01-20
15.4,5.31,0.0,2015-01-21
17.08,5.49,0.0,2015-01-22
17.9,5.74,0.0,2015-01-23
19.68,8.42,0.0,2015-01-24
18.58,6.59,0.0,2015-01-25
18.55,6.23,0.0,2015-01-26
19.9,8.48,0.0,2015-01-27
21.16,9.09,0.0,2015-01-28
21.11,8.85,0.33,2015-01-29
19.4,7.63,0.19,2015-01-30
16.17,4.64,0.0,2015-01-31
15.53,4.58,0.0,2015-02-01
17.27,5.68,0.0,2015-02-02
19.3,6.16,0.0,2015-02-03
20.76,6.59,0.0,2015-02-04
20.5,6.41,0.0,2015-02-05
18.07,4.7,0.0,2015-02-06
17.3,4.58,0.0,2015-02-07
19.63,5.74,0.0,2015-02-08
19.9,8.0,0.0,2015-02-09
20.8,6.9,0.0,2015-02-10
19.43,5.07,0.0,2015-02-11
19.73,5.37,0.0,2015-02-12
21.62,6.59,0.0,2015-02-13
21.01,6.29,0.0,2015-02-14
21.8,7.51,1.32,2015-02-15
22.37,9.64,0.0,2015-02-16
23.26,8.54,0.0,2015-02-17
23.77,9.64,1.75,2015-02-18
23.16,12.21,15.4,2015-02-19
23.37,9.64,0.02,2015-02-20
24.05,9.22,0.24,2015-02-21
24.94,8.3,0.08,2015-02-22
25.19,9.16,0.0,2015-02-23
25.91,9.7,0.05,2015-02-24
26.33,9.58,0.0,2015-02-25
26.19,8.79,0.0,2015-02-26
26.88,9.95,0.0,2015-02-27
27.58,9.83,0.0,2015-02-28
28.58,10.68,0.0,2015-03-01
28.76,9.09,0.0,2015-03-02
26.31,9.34,0.76,2015-03-03
24.87,9.64,5.76,2015-03-04
23.59,6.16,0.0,2015-03-05
22.59,5.07,0.0,2015-03-06
23.59,5.8,0.0,2015-03-07
24.83,5.98,0.0,2015-03-08
26.22,6.59,0.0,2015-03-09
27.61,6.41,0.0,2015-03-10
25.86,3.97,0.0,2015-03-11
25.03,3.6,0.0,2015-03-12
26.92,5.25,0.0,2015-03-13
29.55,7.93,0.0,2015-03-14
30.08,8.12,0.0,2015-03-15
29.69,8.73,0.17,2015-03-16
29.8,8.67,0.43,2015-03-17
29.94,8.18,0.0,2015-03-18
28.15,6.1,0.04,2015-03-19
27.22,4.58,0.0,2015-03-20
28.39,4.94,0.0,2015-03-21
29.61,5.86,0.0,2015-03-22
31.01,6.53,0.0,2015-03-23
32.03,7.51,0.0,2015-03-24
32.48,9.77,0.0,2015-03-25
32.05,10.8,0.25,2015-03-26
31.97,11.17,0.93,2015-03-27
32.37,11.05,0.12,2015-03-28
32.72,11.96,0.02,2015-03-29
32.0,12.94,2.25,2015-03-30
28.49,14.22,21.62,2015-03-31
29.65,12.51,0.58,2015-04-01
29.65,13.49,6.21,2015-04-02
31.79,12.76,0.06,2015-04-03
31.87,12.7,13.05,2015-04-04
29.35,16.24,5.0,2015-04-05
30.54,14.89,1.16,2015-04-06
29.98,14.95,6.68,2015-04-07
28.44,15.93,20.77,2015-04-08
30.15,12.76,0.0,2015-04-09
29.46,9.09,0.0,2015-04-10
30.66,11.9,0.0,2015-04-11
29.62,15.01,1.84,2015-04-12
26.9,15.5,6.79,2015-04-13
28.96,13.61,0.0,2015-04-14
27.87,13.24,0.0,2015-04-15
30.08,13.06,0.0,2015-04-16
30.34,13.0,1.81,2015-04-17
30.01,14.04,9.09,2015-04-18
31.19,16.17,7.74,2015-04-19
32.48,16.48,0.69,2015-04-20
33.05,16.48,0.58,2015-04-21
32.55,17.7,7.86,2015-04-22
31.97,17.52,7.66,2015-04-23
29.19,16.85,15.16,2015-04-24
25.94,16.48,10.83,2015-04-25
25.23,14.28,0.01,2015-04-26
28.42,13.92,2.01,2015-04-27
28.98,15.08,4.46,2015-04-28
29.89,16.48,2.71,2015-04-29
31.35,15.81,0.48,2015-04-30
32.11,16.05,3.44,2015-05-01
31.85,17.09,0.75,2015-05-02
32.26,16.78,1.82,2015-05-03
33.12,15.26,0.34,2015-05-04
32.42,15.56,0.0,2015-05-05
33.51,15.69,0.0,2015-05-06
33.89,16.05,2.87,2015-05-07
30.2,15.99,4.56,2015-05-08
31.92,17.09,0.73,2015-05-09
30.87,18.98,11.77,2015-05-10
29.12,19.65,19.66,2015-05-11
30.08,18.49,6.06,2015-05-12
32.48,16.91,0.32,2015-05-13
33.9,17.7,0.36,2015-05-14
33.75,17.58,5.18,2015-05-15
29.43,18.92,29.85,2015-05-16
30.14,18.13,1.43,2015-05-17
31.33,17.21,0.55,2015-05-18
31.98,18.43,3.41,2015-05-19
33.12,18.68,2.74,2015-05-20
33.76,17.46,0.12,2015-05-21
34.26,17.15,1.45,2015-05-22
34.62,17.4,0.07,2015-05-23
33.77,19.29,3.88,2015-05-24
33.4,19.1,2.07,2015-05-25
32.69,18.86,9.09,2015-05-26
31.07,18.86,9.32,2015-05-27
32.54,19.29,4.05,2015-05-28
33.23,19.59,4.22,2015-05-29
30.84,21.12,30.39,2015-05-30
31.83,19.84,0.28,2015-05-31
31.09,20.26,2.5,2015-06-01
31.27,19.17,3.77,2015-06-02
30.8,19.84,1.88,2015-06-03
31.86,18.01,0.01,2015-06-04
32.73,18.49,0.08,2015-06-05
31.22,19.35,0.0,2015-06-06
33.02,18.92,0.0,2015-06-07
32.69,19.29,0.0,2015-06-08
34.34,19.41,0.07,2015-06-09
33.15,20.2,5.68,2015-06-10
31.07,21.48,17.65,2015-06-11
30.58,20.63,6.61,2015-06-12
31.23,18.8,3.22,2015-06-13
28.92,19.71,8.98,2015-06-14
29.8,20.08,10.94,2015-06-15
29.88,20.2,17.65,2015-06-16
30.9,19.65,1.63,2015-06-17
31.56,19.47,2.92,2015-06-18
32.33,19.59,0.13,2015-06-19
31.58,20.08,0.1,2015-06-20
30.95,20.87,2.03,2015-06-21
29.85,21.24,18.25,2015-06-22
29.83,21.79,20.32,2015-06-23
29.26,22.16,29.39,2015-06-24
29.76,21.85,45.26,2015-06-25
28.56,21.97,52.49,2015-06-26
28.15,21.67,19.88,2015-06-27
28.33,21.18,10.91,2015-06-28
29.6,20.39,0.65,2015-06-29
29.57,20.75,3.05,2015-06-30
30.26,21.24,2.83,2015-07-01
30.16,22.03,9.26,2015-07-02
30.15,21.85,4.11,2015-07-03
30.38,22.28,0.14,2015-07-04
28.95,22.95,1.56,2015-07-05
30.03,21.73,13.32,2015-07-06
29.16,21.97,14.97,2015-07-07
29.82,21.36,27.19,2015-07-08
28.1,22.03,35.24,2015-07-09
28.19,21.91,25.79,2015-07-10
29.24,21.73,2.95,2015-07-11
29.66,21.73,2.15,2015-07-12
30.49,22.03,1.41,2015-07-13
29.88,23.44,5.03,2015-07-14
28.93,23.86,17.16,2015-07-15
28.33,21.67,5.09,2015-07-16
29.04,20.63,5.73,2015-07-17
27.86,21.18,7.81,2015-07-18
27.86,21.24,16.79,2015-07-19
27.42,20.81,15.61,2015-07-20
28.65,21.24,4.22,2015-07-21
28.58,21.3,16.94,2015-07-22
28.3,21.67,11.48,2015-07-23
27.41,21.24,12.27,2015-07-24
28.29,20.63,11.6,2015-07-25
28.12,21.06,1.5,2015-07-26
27.94,21.0,7.68,2015-07-27
27.92,21.18,0.87,2015-07-28
28.62,22.28,0.08,2015-07-29
28.69,22.58,13.81,2015-07-30
26.99,21.12,39.88,2015-07-31
26.71,20.94,32.01,2015-08-01
27.56,20.75,10.33,2015-08-02
27.86,20.57,7.48,2015-08-03
28.4,20.69,1.5,2015-08-04
29.07,21.06,0.56,2015-08-05
29.08,21.42,1.33,2015-08-06
28.81,21.36,1.14,2015-08-07
29.27,21.18,3.29,2015-08-08
28.58,21.79,5.46,2015-08-09
28.08,21.67,3.31,2015-08-10
29.51,21.79,7.76,2015-08-11
28.6,21.85,2.96,2015-08-12
29.14,21.73,1.62,2015-08-13
29.42,22.22,2.09,2015-08-14
28.65,22.71,3.07,2015-08-15
29.05,22.4,5.85,2015-08-16
28.92,21.97,7.0,2015-08-17
28.45,22.03,9.83,2015-08-18
28.59,22.58,16.73,2015-08-19
28.19,22.46,17.8,2015-08-20
28.67,21.67,14.41,2015-08-21
28.7,20.45,6.2,2015-08-22
29.21,21.12,1.53,2015-08-23
29.13,21.79,0.24,2015-08-24
28.78,22.03,0.3,2015-08-25
29.02,22.52,2.13,2015-08-26
29.01,21.85,1.64,2015-08-27
27.62,21.91,2.83,2015-08-28
28.72,22.22,4.78,2015-08-29
28.19,22.28,22.32,2015-08-30
28.15,22.64,28.54,2015-08-31
28.26,21.91,13.47,2015-09-01
28.37,21.12,17.14,2015-09-02
27.76,20.45,6.58,2015-09-03
28.2,20.75,8.74,2015-09-04
28.54,20.63,2.45,2015-09-05
28.9,21.06,2.83,2015-09-06
28.82,20.26,0.16,2015-09-07
28.78,20.2,0.64,2015-09-08
29.42,19.96,0.01,2015-09-09
29.22,20.51,9.94,2015-09-10
28.19,21.06,19.69,2015-09-11
29.04,20.81,1.08,2015-09-12
28.51,20.63,0.63,2015-09-13
28.36,21.0,1.8,2015-09-14
27.69,21.3,6.27,2015-09-15
27.92,21.42,9.42,2015-09-16
29.14,21.3,0.06,2015-09-17
29.29,21.85,0.16,2015-09-18
27.94,21.85,4.61,2015-09-19
27.26,21.12,26.94,2015-09-20
27.33,21.12,26.74,2015-09-21
27.6,21.79,11.23,2015-09-22
26.99,21.0,16.49,2015-09-23
27.32,20.57,1.34,2015-09-24
27.13,18.98,0.0,2015-09-25
27.3,17.76,0.0,2015-09-26
27.65,17.09,0.0,2015-09-27
27.64,17.58,0.0,2015-09-28
28.13,18.43,0.0,2015-09-29
28.41,19.29,0.0,2015-09-30
28.8,19.78,0.0,2015-10-01
28.08,21.12,1.68,2015-10-02
28.4,18.8,0.11,2015-10-03
27.97,18.01,0.01,2015-10-04
27.8,18.19,0.02,2015-10-05
28.24,18.74,0.35,2015-10-06
28.22,18.92,1.06,2015-10-07
28.35,20.02,1.36,2015-10-08
27.58,18.92,3.16,2015-10-09
26.69,16.05,0.06,2015-10-10
25.99,16.42,0.19,2015-10-11
25.59,17.46,1.52,2015-10-12
26.17,17.82,0.52,2015-10-13
24.71,17.21,2.41,2015-10-14
25.47,17.27,3.26,2015-10-15
26.19,17.15,8.97,2015-10-16
26.25,16.36,0.39,2015-10-17
26.25,16.42,0.0,2015-10-18
26.26,16.85,0.0,2015-10-19
26.33,16.6,0.0,2015-10-20
26.14,16.66,0.0,2015-10-21
26.06,17.03,4.21,2015-10-22
24.73,15.01,0.32,2015-10-23
23.4,12.7,0.0,2015-10-24
23.05,12.33,0.0,2015-10-25
23.51,13.06,0.0,2015-10-26
23.62,13.85,0.0,2015-10-27
24.52,14.71,0.0,2015-10-28
25.05,14.77,0.0,2015-10-29
24.29,14.71,0.03,2015-10-30
24.45,15.26,0.54,2015-10-31
24.69,16.24,0.95,2015-11-01
24.51,15.38,0.0,2015-11-02
24.73,15.08,0.0,2015-11-03
24.19,14.65,0.48,2015-11-04
24.0,14.28,0.36,2015-11-05
23.73,13.43,0.0,2015-11-06
23.78,13.12,0.0,2015-11-07
22.98,12.94,0.0,2015-11-08
22.43,13.37,0.0,2015-11-09
22.76,13.0,0.0,2015-11-10
22.33,11.84,0.0,2015-11-11
21.69,11.6,0.0,2015-11-12
21.83,12.02,0.0,2015-11-13
22.33,12.51,0.0,2015-11-14
22.09,12.51,0.0,2015-11-15
22.19,12.39,0.0,2015-11-16
22.13,11.72,0.0,2015-11-17
21.94,11.41,0.0,2015-11-18
21.5,12.39,0.01,2015-11-19
22.28,13.49,0.0,2015-11-20
22.33,13.55,0.0,2015-11-21
22.4,13.0,0.0,2015-11-22
22.25,12.08,0.0,2015-11-23
22.13,11.29,0.0,2015-11-24
22.46,11.72,0.0,2015-11-25
22.55,12.15,0.0,2015-11-26
21.96,11.29,0.0,2015-11-27
21.58,11.17,0.0,2015-11-28
22.19,12.27,0.0,2015-11-29
22.39,12.15,0.0,2015-11-30
22.75,12.08,0.0,2015-12-01
22.37,11.84,0.0,2015-12-02
22.26,11.6,0.23,2015-12-03
21.65,11.23,0.0,2015-12-04
21.78,11.11,0.0,2015-12-05
22.04,11.23,0.0,2015-12-06
21.26,10.93,0.0,2015-12-07
21.41,10.44,0.0,2015-12-08
20.71,9.7,0.0,2015-12-09
19.33,8.67,0.0,2015-12-10
19.43,8.67,0.0,2015-12-11
20.56,9.83,0.0,2015-12-12
20.19,9.28,0.12,2015-12-13
18.75,8.18,0.0,2015-12-14
16.87,6.29,0.0,2015-12-15
15.12,5.62,0.0,2015-12-16
15.65,5.98,0.0,2015-12-17
16.37,7.32,0.68,2015-12-18
14.58,5.0,0.01,2015-12-19
14.48,4.94,0.0,2015-12-20
15.18,5.68,0.0,2015-12-21
16.42,6.59,0.0,2015-12-22
17.21,7.81,0.0,2015-12-23
17.19,7.75,0.0,2015-12-24
16.13,6.41,0.0,2015-12-25
14.32,4.88,0.0,2015-12-26
14.87,5.0,0.0,2015-12-27
14.68,4.64,0.0,2015-12-28
15.46,4.88,0.0,2015-12-29
16.26,6.1,0.0,2015-12-30
17.23,6.96,0.0,2015-12-31
17.39,6.71,0.0,2016-01-01
17.63,7.02,0.0,2016-01-02
16.7,5.92,0.0,2016-01-03
15.69,5.25,0.0,2016-01-04
16.26,5.37,0.0,2016-01-05
16.65,5.8,0.0,2016-01-06
17.49,6.23,0.0,2016-01-07
18.3,7.51,0.0,2016-01-08
18.52,7.2,0.0,2016-01-09
17.31,5.68,0.0,2016-01-10
15.71,5.19,0.0,2016-01-11
15.65,5.25,0.0,2016-01-12
16.22,6.16,0.0,2016-01-13
17.33,6.41,0.0,2016-01-14
17.79,7.2,0.0,2016-01-15
17.89,6.59,0.0,2016-01-16
17.31,6.1,0.0,2016-01-17
16.94,5.37,0.0,2016-01-18
19.23,7.08,0.66,2016-01-19
15.78,9.83,23.99,2016-01-20
17.48,8.12,0.51,2016-01-21
15.45,5.8,0.0,2016-01-22
13.84,4.33,0.0,2016-01-23
13.16,4.21,0.0,2016-01-24
13.68,4.27,0.0,2016-01-25
14.65,4.58,0.0,2016-01-26
15.9,6.41,0.0,2016-01-27
17.98,7.32,0.0,2016-01-28
17.3,6.23,0.0,2016-01-29
18.05,6.35,0.0,2016-01-30
19.54,7.81,0.0,2016-01-31
19.97,7.45,0.0,2016-02-01
20.79,7.57,0.0,2016-02-02
20.23,7.26,0.0,2016-02-03
18.58,5.37,0.0,2016-02-04
17.18,4.46,0.0,2016-02-05
17.89,4.58,0.0,2016-02-06
18.55,5.07,0.0,2016-02-07
20.58,7.75,6.6,2016-02-08
21.32,10.25,0.84,2016-02-09
20.48,7.45,0.0,2016-02-10
20.94,7.63,0.0,2016-02-11
22.14,8.06,0.08,2016-02-12
21.46,6.1,0.0,2016-02-13
22.62,7.69,0.0,2016-02-14
24.01,8.73,0.0,2016-02-15
24.19,6.96,0.0,2016-02-16
24.89,8.73,0.0,2016-02-17
25.59,9.03,0.0,2016-02-18
26.08,8.91,0.0,2016-02-19
26.51,8.54,0.0,2016-02-20
27.66,9.03,0.0,2016-02-21
25.44,6.9,0.0,2016-02-22
23.4,4.88,0.0,2016-02-23
23.82,6.35,1.7,2016-02-24
23.48,5.92,0.66,2016-02-25
24.44,11.05,0.32,2016-02-26
25.96,11.96,0.39,2016-02-27
26.91,9.7,0.28,2016-02-28
27.15,8.61,0.05,2016-02-29
27.3,8.73,0.21,2016-03-01
27.32,9.83,0.58,2016-03-02
27.11,7.69,0.0,2016-03-03
26.45,5.74,0.0,2016-03-04
28.07,6.23,0.0,2016-03-05
29.5,7.32,0.0,2016-03-06
26.53,8.48,7.53,2016-03-07
27.82,9.7,0.0,2016-03-08
29.33,10.13,0.0,2016-03-09
29.37,8.91,0.01,2016-03-10
29.62,8.06,0.0,2016-03-11
29.4,7.39,0.0,2016-03-12
28.98,8.3,1.4,2016-03-13
29.3,9.22,0.04,2016-03-14
29.2,9.64,0.01,2016-03-15
29.37,7.57,0.01,2016-03-16
27.08,4.82,0.0,2016-03-17
28.26,6.16,0.0,2016-03-18
29.67,10.99,1.06,2016-03-19
31.69,12.57,1.28,2016-03-20
31.55,9.7,0.12,2016-03-21
29.72,5.49,0.0,2016-03-22
28.66,4.09,0.0,2016-03-23
28.68,4.09,0.0,2016-03-24
30.25,6.47,0.0,2016-03-25
32.21,10.86,0.0,2016-03-26
33.23,13.49,0.4,2016-03-27
31.76,13.92,1.68,2016-03-28
31.49,12.45,0.34,2016-03-29
31.43,13.61,3.89,2016-03-30
29.19,15.99,14.52,2016-03-31
26.77,15.26,14.46,2016-04-01
29.51,13.92,0.22,2016-04-02
28.63,17.52,31.94,2016-04-03
29.97,17.27,5.16,2016-04-04
31.68,15.62,0.5,2016-04-05
31.04,13.92,2.97,2016-04-06
31.98,11.84,0.0,2016-04-07
32.95,11.41,0.02,2016-04-08
33.83,12.08,0.0,2016-04-09
32.91,8.97,0.0,2016-04-10
32.84,10.38,0.0,2016-04-11
33.26,9.28,0.0,2016-04-12
32.65,7.39,0.0,2016-04-13
32.51,8.67,0.0,2016-04-14
34.12,13.79,0.18,2016-04-15
33.63,14.34,0.25,2016-04-16
32.66,16.48,1.57,2016-04-17
34.03,16.6,0.08,2016-04-18
35.71,13.73,0.07,2016-04-19
34.65,12.63,0.0,2016-04-20
35.18,12.33,0.01,2016-04-21
35.27,11.78,0.0,2016-04-22
36.52,13.67,0.0,2016-04-23
35.51,10.01,0.0,2016-04-24
34.62,9.34,0.0,2016-04-25
36.22,13.0,0.0,2016-04-26
36.67,12.51,0.0,2016-04-27
36.74,12.33,0.18,2016-04-28
37.51,12.27,0.03,2016-04-29
36.85,10.31,0.0,2016-04-30
36.36,10.01,0.02,2016-05-01
33.29,14.47,1.08,2016-05-02
34.92,14.71,0.13,2016-05-03
33.44,15.32,5.24,2016-05-04
34.62,13.79,0.85,2016-05-05
34.77,12.7,0.75,2016-05-06
34.83,14.47,4.31,2016-05-07
31.82,16.42,18.27,2016-05-08
31.47,17.27,12.45,2016-05-09
33.15,16.42,3.55,2016-05-10
32.57,17.27,13.17,2016-05-11
32.76,16.17,7.55,2016-05-12
30.9,18.86,20.05,2016-05-13
32.44,18.37,6.73,2016-05-14
32.8,19.29,7.59,2016-05-15
34.16,18.62,1.48,2016-05-16
33.28,18.37,5.3,2016-05-17
32.62,18.8,14.54,2016-05-18
29.74,19.71,14.73,2016-05-19
30.69,18.31,0.6,2016-05-20
30.12,18.62,2.35,2016-05-21
33.33,16.91,0.64,2016-05-22
33.4,18.92,0.91,2016-05-23
34.21,19.53,1.86,2016-05-24
34.2,16.66,2.33,2016-05-25
31.98,18.49,14.94,2016-05-26
31.89,18.01,6.11,2016-05-27
31.23,18.43,18.48,2016-05-28
31.4,18.92,13.38,2016-05-29
32.95,17.88,0.08,2016-05-30
31.86,19.29,15.03,2016-05-31
31.94,18.98,4.38,2016-06-01
31.83,18.98,4.31,2016-06-02
32.54,18.8,0.02,2016-06-03
32.97,18.49,0.04,2016-06-04
33.34,18.8,0.02,2016-06-05
30.92,19.84,1.67,2016-06-06
31.02,20.08,6.22,2016-06-07
31.78,20.08,3.44,2016-06-08
32.38,19.96,0.29,2016-06-09
34.55,18.74,1.58,2016-06-10
35.5,19.71,2.95,2016-06-11
33.97,21.24,7.1,2016-06-12
29.83,21.97,10.69,2016-06-13
31.68,20.39,1.3,2016-06-14
31.37,20.81,2.18,2016-06-15
31.08,20.39,6.29,2016-06-16
30.12,20.75,9.0,2016-06-17
30.46,21.06,7.55,2016-06-18
31.44,20.51,3.27,2016-06-19
31.37,20.02,3.08,2016-06-20
30.99,20.02,5.89,2016-06-21
30.0,20.45,6.83,2016-06-22
30.14,20.75,7.28,2016-06-23
30.05,20.32,1.51,2016-06-24
30.01,19.47,4.33,2016-06-25
32.26,20.32,2.93,2016-06-26
31.99,21.06,2.63,2016-06-27
32.47,21.06,1.9,2016-06-28
31.79,21.06,0.84,2016-06-29
31.85,20.63,0.24,2016-06-30
31.7,21.55,5.25,2016-07-01
29.55,21.97,16.98,2016-07-02
29.69,22.09,37.94,2016-07-03
28.86,21.91,62.37,2016-07-04
28.75,22.22,57.41,2016-07-05
29.01,21.85,29.61,2016-07-06
29.73,22.16,6.52,2016-07-07
29.53,21.97,3.5,2016-07-08
29.66,22.16,4.54,2016-07-09
29.65,21.42,4.47,2016-07-10
29.61,21.48,3.6,2016-07-11
29.58,22.34,14.8,2016-07-12
29.9,22.03,13.74,2016-07-13
29.34,21.97,3.24,2016-07-14
29.57,22.77,11.25,2016-07-15
27.7,22.03,24.29,2016-07-16
28.04,20.81,30.69,2016-07-17
28.99,21.24,14.7,2016-07-18
28.25,21.55,10.77,2016-07-19
28.6,21.85,7.58,2016-07-20
28.47,21.91,6.89,2016-07-21
28.51,21.06,6.54,2016-07-22
28.09,20.94,13.96,2016-07-23
28.19,20.81,2.36,2016-07-24
28.1,21.18,12.68,2016-07-25
27.86,20.39,8.39,2016-07-26
28.66,19.9,1.51,2016-07-27
28.97,20.75,0.96,2016-07-28
29.56,20.81,1.43,2016-07-29
28.5,21.0,5.72,2016-07-30
28.59,20.69,7.07,2016-07-31
27.63,21.06,7.52,2016-08-01
27.75,21.06,8.62,2016-08-02
29.18,21.85,4.23,2016-08-03
29.32,22.16,1.8,2016-08-04
28.35,22.09,4.86,2016-08-05
28.25,21.97,6.09,2016-08-06
28.34,22.03,4.77,2016-08-07
29.02,21.55,4.55,2016-08-08
28.21,21.61,5.6,2016-08-09
27.53,21.55,31.83,2016-08-10
28.12,21.61,36.59,2016-08-11
28.64,21.61,11.29,2016-08-12
29.31,21.67,3.16,2016-08-13
28.82,21.85,0.88,2016-08-14
29.5,22.16,5.47,2016-08-15
28.74,22.03,7.91,2016-08-16
27.8,21.61,10.22,2016-08-17
27.91,21.48,6.84,2016-08-18
28.3,20.63,0.26,2016-08-19
29.53,21.36,0.1,2016-08-20
28.69,22.77,23.18,2016-08-21
27.96,21.48,47.12,2016-08-22
28.69,19.65,0.27,2016-08-23
29.26,20.45,0.06,2016-08-24
30.04,21.79,5.21,2016-08-25
28.01,21.79,16.42,2016-08-26
29.05,21.3,4.68,2016-08-27
28.79,21.24,1.16,2016-08-28
28.01,20.94,1.05,2016-08-29
28.83,20.94,5.11,2016-08-30
28.2,21.3,5.44,2016-08-31
27.99,21.42,1.32,2016-09-01
28.11,21.91,6.28,2016-09-02
28.4,21.67,11.32,2016-09-03
28.16,21.79,11.16,2016-09-04
28.94,21.97,11.42,2016-09-05
28.65,22.22,12.33,2016-09-06
28.01,21.55,4.46,2016-09-07
29.0,21.42,1.44,2016-09-08
28.95,21.36,0.63,2016-09-09
28.43,20.87,0.96,2016-09-10
26.93,19.96,10.53,2016-09-11
27.83,20.26,16.89,2016-09-12
27.84,20.45,11.26,2016-09-13
27.65,20.14,7.9,2016-09-14
28.16,20.81,9.21,2016-09-15
27.69,20.45,4.68,2016-09-16
28.21,20.81,4.34,2016-09-17
27.6,20.45,16.88,2016-09-18
28.3,20.63,9.73,2016-09-19
27.57,20.87,13.49,2016-09-20
27.53,20.69,13.75,2016-09-21
27.59,20.26,9.63,2016-09-22
27.23,20.45,5.39,2016-09-23
27.73,20.87,8.41,2016-09-24
27.55,20.69,23.16,2016-09-25
27.51,20.63,33.53,2016-09-26
28.12,20.2,8.92,2016-09-27
28.91,20.51,4.79,2016-09-28
28.5,21.12,10.29,2016-09-29
28.4,20.87,0.56,2016-09-30
28.26,19.59,0.07,2016-10-01
27.92,20.32,0.66,2016-10-02
28.9,20.2,2.32,2016-10-03
28.37,20.81,0.48,2016-10-04
28.17,20.94,0.19,2016-10-05
27.0,20.51,1.27,2016-10-06
27.58,19.78,0.49,2016-10-07
27.63,20.2,4.32,2016-10-08
27.16,20.2,8.87,2016-10-09
26.94,20.08,21.03,2016-10-10
27.12,20.14,37.84,2016-10-11
26.58,19.53,23.11,2016-10-12
25.52,16.11,0.04,2016-10-13
24.79,14.04,1.06,2016-10-14
24.12,14.83,0.0,2016-10-15
