YEAR,MO,DY,TS,QV2M,PRECTOTCORR
2014,10,12,25.41,18.86,11.45
2014,10,13,26.45,18.86,1.97
2014,10,14,26.89,19.78,5.91
2014,10,15,27.42,19.53,7.53
2014,10,16,25.39,16.48,0.21
2014,10,17,23.94,15.5,0.0
2014,10,18,24.22,15.14,0.0
2014,10,19,22.73,12.82,0.0
2014,10,20,22.57,12.76,0.0
2014,10,21,23.4,13.06,0.0
2014,10,22,24.57,14.47,0.0
2014,10,23,25.09,14.83,0.01
2014,10,24,24.58,14.53,0.01
2014,10,25,23.98,14.77,0.01
2014,10,26,23.24,15.87,0.62
2014,10,27,22.95,15.08,0.02
2014,10,28,23.73,14.16,0.74
2014,10,29,23.55,13.92,0.45
2014,10,30,23.24,13.79,0.0
2014,10,31,23.82,14.77,0.0
2014,11,1,24.32,15.2,0.0
2014,11,2,24.17,14.95,0.0
2014,11,3,23.06,13.61,0.0
2014,11,4,22.53,12.63,0.0
2014,11,5,22.15,12.39,0.0
2014,11,6,22.08,12.76,0.0
2014,11,7,22.92,13.43,0.0
2014,11,8,24.08,14.1,0.0
2014,11,9,24.19,14.59,0.0
2014,11,10,22.73,13.06,0.0
2014,11,11,22.31,12.63,0.0
2014,11,12,22.4,12.39,0.0
2014,11,13,20.81,9.95,0.0
2014,11,14,19.18,9.03,0.0
2014,11,15,19.05,8.73,0.0
2014,11,16,18.79,8.48,0.0
2014,11,17,19.05,8.54,0.0
2014,11,18,19.38,9.58,0.0
2014,11,19,19.67,9.89,0.0
2014,11,20,19.31,9.4,0.0
2014,11,21,18.26,8.24,0.0
2014,11,22,18.04,7.69,0.0
2014,11,23,17.45,7.45,0.0
2014,11,24,17.18,7.63,0.0
2014,11,25,17.04,7.75,0.0
2014,11,26,17.28,7.51,0.0
2014,11,27,17.66,7.75,0.0
2014,11,28,17.48,7.57,0.0
2014,11,29,17.58,7.69,0.0
2014,11,30,18.36,8.85,0.0
2014,12,1,19.03,9.95,0.0
2014,12,2,19.14,9.28,0.0
2014,12,3,18.58,8.36,0.0
2014,12,4,19.12,9.4,0.0
2014,12,5,20.01,9.7,0.0
2014,12,6,18.94,9.09,0.0
2014,12,7,17.03,6.96,0.0
2014,12,8,16.59,6.84,0.0
2014,12,9,16.12,6.35,0.0
2014,12,10,15.51,5.86,0.0
2014,12,11,15.19,5.98,0.0
2014,12,12,14.55,5.98,0.12
2014,12,13,14.4,6.29,0.0
2014,12,14,16.15,8.3,0.02
2014,12,15,19.96,8.97,0.01
2014,12,16,19.44,10.13,0.01
2014,12,17,17.07,6.47,0.0
2014,12,18,14.99,6.04,0.0
2014,12,19,15.19,6.59,0.0
2014,12,20,16.08,6.84,0.0
2014,12,21,15.83,6.35,0.0
2014,12,22,16.01,6.9,0.0
2014,12,23,16.01,6.47,0.0
2014,12,24,16.02,6.1,0.0
2014,12,25,14.6,5.37,0.0
2014,12,26,13.62,5.31,0.0
2014,12,27,13.03,5.37,0.0
2014,12,28,14.76,6.16,0.0
2014,12,29,15.87,6.59,0.0
2014,12,30,16.61,7.14,0.0
2014,12,31,18.66,8.36,0.01
2015,1,1,20.37,9.7,0.0
2015,1,2,22.3,12.02,1.22
2015,1,3,22.42,12.33,2.39
2015,1,4,19.83,11.9,6.03
2015,1,5,18.72,8.42,0.0
2015,1,6,15.31,6.23,0.0
2015,1,7,14.97,6.1,0.0
2015,1,8,15.12,6.47,0.0
2015,1,9,16.36,6.84,0.0
2015,1,10,15.07,5.31,0.0
2015,1,11,13.68,4.76,0.0
2015,1,12,14.12,4.88,0.0
2015,1,13,15.32,5.86,0.0
2015,1,14,16.52,5.92,0.0
2015,1,15,17.51,6.23,0.0
2015,1,16,18.12,6.71,0.0
2015,1,17,17.48,6.29,0.07
2015,1,18,15.69,5.74,0.08
2015,1,19,15.33,5.49,0.0
2015,1,20,14.82,4.88,0.0
2015,1,21,15.4,5.31,0.0
2015,1,22,17.08,5.49,0.0
2015,1,23,17.9,5.74,0.0
2015,1,24,19.68,8.42,0.0
2015,1,25,18.58,6.59,0.0
2015,1,26,18.55,6.23,0.0
2015,1,27,19.9,8.48,0.0
2015,1,28,21.16,9.09,0.0
2015,1,29,21.11,8.85,0.33
2015,1,30,19.4,7.63,0.19
2015,1,31,16.17,4.64,0.0
2015,2,1,15.53,4.58,0.0
2015,2,2,17.27,5.68,0.0
2015,2,3,19.3,6.16,0.0
2015,2,4,20.76,6.59,0.0
2015,2,5,20.5,6.41,0.0
2015,2,6,18.07,4.7,0.0
2015,2,7,17.3,4.58,0.0
2015,2,8,19.63,5.74,0.0
2015,2,9,19.9,8.0,0.0
2015,2,10,20.8,6.9,0.0
2015,2,11,19.43,5.07,0.0
2015,2,12,19.73,5.37,0.0
2015,2,13,21.62,6.59,0.0
2015,2,14,21.01,6.29,0.0
2015,2,15,21.8,7.51,1.32
2015,2,16,22.37,9.64,0.0
2015,2,17,23.26,8.54,0.0
2015,2,18,23.77,9.64,1.75
2015,2,19,23.16,12.21,15.4
2015,2,20,23.37,9.64,0.02
2015,2,21,24.05,9.22,0.24
2015,2,22,24.94,8.3,0.08
2015,2,23,25.19,9.16,0.0
2015,2,24,25.91,9.7,0.05
2015,2,25,26.33,9.58,0.0
2015,2,26,26.19,8.79,0.0
2015,2,27,26.88,9.95,0.0
2015,2,28,27.58,9.83,0.0
2015,3,1,28.58,10.68,0.0
2015,3,2,28.76,9.09,0.0
2015,3,3,26.31,9.34,0.76
2015,3,4,24.87,9.64,5.76
2015,3,5,23.59,6.16,0.0
2015,3,6,22.59,5.07,0.0
2015,3,7,23.59,5.8,0.0
2015,3,8,24.83,5.98,0.0
2015,3,9,26.22,6.59,0.0
2015,3,10,27.61,6.41,0.0
2015,3,11,25.86,3.97,0.0
2015,3,12,25.03,3.6,0.0
2015,3,13,26.92,5.25,0.0
2015,3,14,29.55,7.93,0.0
2015,3,15,30.08,8.12,0.0
2015,3,16,29.69,8.73,0.17
2015,3,17,29.8,8.67,0.43
2015,3,18,29.94,8.18,0.0
2015,3,19,28.15,6.1,0.04
2015,3,20,27.22,4.58,0.0
2015,3,21,28.39,4.94,0.0
2015,3,22,29.61,5.86,0.0
2015,3,23,31.01,6.53,0.0
2015,3,24,32.03,7.51,0.0
2015,3,25,32.48,9.77,0.0
2015,3,26,32.05,10.8,0.25
2015,3,27,31.97,11.17,0.93
2015,3,28,32.37,11.05,0.12
2015,3,29,32.72,11.96,0.02
2015,3,30,32.0,12.94,2.25
2015,3,31,28.49,14.22,21.62
2015,4,1,29.65,12.51,0.58
2015,4,2,29.65,13.49,6.21
2015,4,3,31.79,12.76,0.06
2015,4,4,31.87,12.7,13.05
2015,4,5,29.35,16.24,5.0
2015,4,6,30.54,14.89,1.16
2015,4,7,29.98,14.95,6.68
2015,4,8,28.44,15.93,20.77
2015,4,9,30.15,12.76,0.0
2015,4,10,29.46,9.09,0.0
2015,4,11,30.66,11.9,0.0
2015,4,12,29.62,15.01,1.84
2015,4,13,26.9,15.5,6.79
2015,4,14,28.96,13.61,0.0
2015,4,15,27.87,13.24,0.0
2015,4,16,30.08,13.06,0.0
2015,4,17,30.34,13.0,1.81
2015,4,18,30.01,14.04,9.09
2015,4,19,31.19,16.17,7.74
2015,4,20,32.48,16.48,0.69
2015,4,21,33.05,16.48,0.58
2015,4,22,32.55,17.7,7.86
2015,4,23,31.97,17.52,7.66
2015,4,24,29.19,16.85,15.16
2015,4,25,25.94,16.48,10.83
2015,4,26,25.23,14.28,0.01
2015,4,27,28.42,13.92,2.01
2015,4,28,28.98,15.08,4.46
2015,4,29,29.89,16.48,2.71
2015,4,30,31.35,15.81,0.48
2015,5,1,32.11,16.05,3.44
2015,5,2,31.85,17.09,0.75
2015,5,3,32.26,16.78,1.82
2015,5,4,33.12,15.26,0.34
2015,5,5,32.42,15.56,0.0
2015,5,6,33.51,15.69,0.0
2015,5,7,33.89,16.05,2.87
2015,5,8,30.2,15.99,4.56
2015,5,9,31.92,17.09,0.73
2015,5,10,30.87,18.98,11.77
2015,5,11,29.12,19.65,19.66
2015,5,12,30.08,18.49,6.06
2015,5,13,32.48,16.91,0.32
2015,5,14,33.9,17.7,0.36
2015,5,15,33.75,17.58,5.18
2015,5,16,29.43,18.92,29.85
2015,5,17,30.14,18.13,1.43
2015,5,18,31.33,17.21,0.55
2015,5,19,31.98,18.43,3.41
2015,5,20,33.12,18.68,2.74
2015,5,21,33.76,17.46,0.12
2015,5,22,34.26,17.15,1.45
2015,5,23,34.62,17.4,0.07
2015,5,24,33.77,19.29,3.88
2015,5,25,33.4,19.1,2.07
2015,5,26,32.69,18.86,9.09
2015,5,27,31.07,18.86,9.32
2015,5,28,32.54,19.29,4.05
2015,5,29,33.23,19.59,4.22
2015,5,30,30.84,21.12,30.39
2015,5,31,31.83,19.84,0.28
2015,6,1,31.09,20.26,2.5
2015,6,2,31.27,19.17,3.77
2015,6,3,30.8,19.84,1.88
2015,6,4,31.86,18.01,0.01
2015,6,5,32.73,18.49,0.08
2015,6,6,31.22,19.35,0.0
2015,6,7,33.02,18.92,0.0
2015,6,8,32.69,19.29,0.0
2015,6,9,34.34,19.41,0.07
2015,6,10,33.15,20.2,5.68
2015,6,11,31.07,21.48,17.65
2015,6,12,30.58,20.63,6.61
2015,6,13,31.23,18.8,3.22
2015,6,14,28.92,19.71,8.98
2015,6,15,29.8,20.08,10.94
2015,6,16,29.88,20.2,17.65
2015,6,17,30.9,19.65,1.63
2015,6,18,31.56,19.47,2.92
2015,6,19,32.33,19.59,0.13
2015,6,20,31.58,20.08,0.1
2015,6,21,30.95,20.87,2.03
2015,6,22,29.85,21.24,18.25
2015,6,23,29.83,21.79,20.32
2015,6,24,29.26,22.16,29.39
2015,6,25,29.76,21.85,45.26
2015,6,26,28.56,21.97,52.49
2015,6,27,28.15,21.67,19.88
2015,6,28,28.33,21.18,10.91
2015,6,29,29.6,20.39,0.65
2015,6,30,29.57,20.75,3.05
2015,7,1,30.26,21.24,2.83
2015,7,2,30.16,22.03,9.26
2015,7,3,30.15,21.85,4.11
2015,7,4,30.38,22.28,0.14
2015,7,5,28.95,22.95,1.56
2015,7,6,30.03,21.73,13.32
2015,7,7,29.16,21.97,14.97
2015,7,8,29.82,21.36,27.19
2015,7,9,28.1,22.03,35.24
2015,7,10,28.19,21.91,25.79
2015,7,11,29.24,21.73,2.95
2015,7,12,29.66,21.73,2.15
2015,7,13,30.49,22.03,1.41
2015,7,14,29.88,23.44,5.03
2015,7,15,28.93,23.86,17.16
2015,7,16,28.33,21.67,5.09
2015,7,17,29.04,20.63,5.73
2015,7,18,27.86,21.18,7.81
2015,7,19,27.86,21.24,16.79
2015,7,20,27.42,20.81,15.61
2015,7,21,28.65,21.24,4.22
2015,7,22,28.58,21.3,16.94
2015,7,23,28.3,21.67,11.48
2015,7,24,27.41,21.24,12.27
2015,7,25,28.29,20.63,11.6
2015,7,26,28.12,21.06,1.5
2015,7,27,27.94,21.0,7.68
2015,7,28,27.92,21.18,0.87
2015,7,29,28.62,22.28,0.08
2015,7,30,28.69,22.58,13.81
2015,7,31,26.99,21.12,39.88
2015,8,1,26.71,20.94,32.01
2015,8,2,27.56,20.75,10.33
2015,8,3,27.86,20.57,7.48
2015,8,4,28.4,20.69,1.5
2015,8,5,29.07,21.06,0.56
2015,8,6,29.08,21.42,1.33
2015,8,7,28.81,21.36,1.14
2015,8,8,29.27,21.18,3.29
2015,8,9,28.58,21.79,5.46
2015,8,10,28.08,21.67,3.31
2015,8,11,29.51,21.79,7.76
2015,8,12,28.6,21.85,2.96
2015,8,13,29.14,21.73,1.62
2015,8,14,29.42,22.22,2.09
2015,8,15,28.65,22.71,3.07
2015,8,16,29.05,22.4,5.85
2015,8,17,28.92,21.97,7.0
2015,8,18,28.45,22.03,9.83
2015,8,19,28.59,22.58,16.73
2015,8,20,28.19,22.46,17.8
2015,8,21,28.67,21.67,14.41
2015,8,22,28.7,20.45,6.2
2015,8,23,29.21,21.12,1.53
2015,8,24,29.13,21.79,0.24
2015,8,25,28.78,22.03,0.3
2015,8,26,29.02,22.52,2.13
2015,8,27,29.01,21.85,1.64
2015,8,28,27.62,21.91,2.83
2015,8,29,28.72,22.22,4.78
2015,8,30,28.19,22.28,22.32
2015,8,31,28.15,22.64,28.54
2015,9,1,28.26,21.91,13.47
2015,9,2,28.37,21.12,17.14
2015,9,3,27.76,20.45,6.58
2015,9,4,28.2,20.75,8.74
2015,9,5,28.54,20.63,2.45
2015,9,6,28.9,21.06,2.83
2015,9,7,28.82,20.26,0.16
2015,9,8,28.78,20.2,0.64
2015,9,9,29.42,19.96,0.01
2015,9,10,29.22,20.51,9.94
2015,9,11,28.19,21.06,19.69
2015,9,12,29.04,20.81,1.08
2015,9,13,28.51,20.63,0.63
2015,9,14,28.36,21.0,1.8
2015,9,15,27.69,21.3,6.27
2015,9,16,27.92,21.42,9.42
2015,9,17,29.14,21.3,0.06
2015,9,18,29.29,21.85,0.16
2015,9,19,27.94,21.85,4.61
2015,9,20,27.26,21.12,26.94
2015,9,21,27.33,21.12,26.74
2015,9,22,27.6,21.79,11.23
2015,9,23,26.99,21.0,16.49
2015,9,24,27.32,20.57,1.34
2015,9,25,27.13,18.98,0.0
2015,9,26,27.3,17.76,0.0
2015,9,27,27.65,17.09,0.0
2015,9,28,27.64,17.58,0.0
2015,9,29,28.13,18.43,0.0
2015,9,30,28.41,19.29,0.0
2015,10,1,28.8,19.78,0.0
2015,10,2,28.08,21.12,1.68
2015,10,3,28.4,18.8,0.11
2015,10,4,27.97,18.01,0.01
2015,10,5,27.8,18.19,0.02
2015,10,6,28.24,18.74,0.35
2015,10,7,28.22,18.92,1.06
2015,10,8,28.35,20.02,1.36
2015,10,9,27.58,18.92,3.16
2015,10,10,26.69,16.05,0.06
2015,10,11,25.99,16.42,0.19
2015,10,12,25.59,17.46,1.52
2015,10,13,26.17,17.82,0.52
2015,10,14,24.71,17.21,2.41
2015,10,15,25.47,17.27,3.26
2015,10,16,26.19,17.15,8.97
2015,10,17,26.25,16.36,0.39
2015,10,18,26.25,16.42,0.0
2015,10,19,26.26,16.85,0.0
2015,10,20,26.33,16.6,0.0
2015,10,21,26.14,16.66,0.0
2015,10,22,26.06,17.03,4.21
2015,10,23,24.73,15.01,0.32
2015,10,24,23.4,12.7,0.0
2015,10,25,23.05,12.33,0.0
2015,10,26,23.51,13.06,0.0
2015,10,27,23.62,13.85,0.0
2015,10,28,24.52,14.71,0.0
2015,10,29,25.05,14.77,0.0
2015,10,30,24.29,14.71,0.03
2015,10,31,24.45,15.26,0.54
2015,11,1,24.69,16.24,0.95
2015,11,2,24.51,15.38,0.0
2015,11,3,24.73,15.08,0.0
2015,11,4,24.19,14.65,0.48
2015,11,5,24.0,14.28,0.36
2015,11,6,23.73,13.43,0.0
2015,11,7,23.78,13.12,0.0
2015,11,8,22.98,12.94,0.0
2015,11,9,22.43,13.37,0.0
2015,11,10,22.76,13.0,0.0
2015,11,11,22.33,11.84,0.0
2015,11,12,21.69,11.6,0.0
2015,11,13,21.83,12.02,0.0
2015,11,14,22.33,12.51,0.0
2015,11,15,22.09,12.51,0.0
2015,11,16,22.19,12.39,0.0
2015,11,17,22.13,11.72,0.0
2015,11,18,21.94,11.41,0.0
2015,11,19,21.5,12.39,0.01
2015,11,20,22.28,13.49,0.0
2015,11,21,22.33,13.55,0.0
2015,11,22,22.4,13.0,0.0
2015,11,23,22.25,12.08,0.0
2015,11,24,22.13,11.29,0.0
2015,11,25,22.46,11.72,0.0
2015,11,26,22.55,12.15,0.0
2015,11,27,21.96,11.29,0.0
2015,11,28,21.58,11.17,0.0
2015,11,29,22.19,12.27,0.0
2015,11,30,22.39,12.15,0.0
2015,12,1,22.75,12.08,0.0
2015,12,2,22.37,11.84,0.0
2015,12,3,22.26,11.6,0.23
2015,12,4,21.65,11.23,0.0
2015,12,5,21.78,11.11,0.0
2015,12,6,22.04,11.23,0.0
2015,12,7,21.26,10.93,0.0
2015,12,8,21.41,10.44,0.0
2015,12,9,20.71,9.7,0.0
2015,12,10,19.33,8.67,0.0
2015,12,11,19.43,8.67,0.0
2015,12,12,20.56,9.83,0.0
2015,12,13,20.19,9.28,0.12
2015,12,14,18.75,8.18,0.0
2015,12,15,16.87,6.29,0.0
2015,12,16,15.12,5.62,0.0
2015,12,17,15.65,5.98,0.0
2015,12,18,16.37,7.32,0.68
2015,12,19,14.58,5.0,0.01
2015,12,20,14.48,4.94,0.0
2015,12,21,15.18,5.68,0.0
2015,12,22,16.42,6.59,0.0
2015,12,23,17.21,7.81,0.0
2015,12,24,17.19,7.75,0.0
2015,12,25,16.13,6.41,0.0
2015,12,26,14.32,4.88,0.0
2015,12,27,14.87,5.0,0.0
2015,12,28,14.68,4.64,0.0
2015,12,29,15.46,4.88,0.0
2015,12,30,16.26,6.1,0.0
2015,12,31,17.23,6.96,0.0
2016,1,1,17.39,6.71,0.0
2016,1,2,17.63,7.02,0.0
2016,1,3,16.7,5.92,0.0
2016,1,4,15.69,5.25,0.0
2016,1,5,16.26,5.37,0.0
2016,1,6,16.65,5.8,0.0
2016,1,7,17.49,6.23,0.0
2016,1,8,18.3,7.51,0.0
2016,1,9,18.52,7.2,0.0
2016,1,10,17.31,5.68,0.0
2016,1,11,15.71,5.19,0.0
2016,1,12,15.65,5.25,0.0
2016,1,13,16.22,6.16,0.0
2016,1,14,17.33,6.41,0.0
2016,1,15,17.79,7.2,0.0
2016,1,16,17.89,6.59,0.0
2016,1,17,17.31,6.1,0.0
2016,1,18,16.94,5.37,0.0
2016,1,19,19.23,7.08,0.66
2016,1,20,15.78,9.83,23.99
2016,1,21,17.48,8.12,0.51
2016,1,22,15.45,5.8,0.0
2016,1,23,13.84,4.33,0.0
2016,1,24,13.16,4.21,0.0
2016,1,25,13.68,4.27,0.0
2016,1,26,14.65,4.58,0.0
2016,1,27,15.9,6.41,0.0
2016,1,28,17.98,7.32,0.0
2016,1,29,17.3,6.23,0.0
2016,1,30,18.05,6.35,0.0
2016,1,31,19.54,7.81,0.0
2016,2,1,19.97,7.45,0.0
2016,2,2,20.79,7.57,0.0
2016,2,3,20.23,7.26,0.0
2016,2,4,18.58,5.37,0.0
2016,2,5,17.18,4.46,0.0
2016,2,6,17.89,4.58,0.0
2016,2,7,18.55,5.07,0.0
2016,2,8,20.58,7.75,6.6
2016,2,9,21.32,10.25,0.84
2016,2,10,20.48,7.45,0.0
2016,2,11,20.94,7.63,0.0
2016,2,12,22.14,8.06,0.08
2016,2,13,21.46,6.1,0.0
2016,2,14,22.62,7.69,0.0
2016,2,15,24.01,8.73,0.0
2016,2,16,24.19,6.96,0.0
2016,2,17,24.89,8.73,0.0
2016,2,18,25.59,9.03,0.0
2016,2,19,26.08,8.91,0.0
2016,2,20,26.51,8.54,0.0
2016,2,21,27.66,9.03,0.0
2016,2,22,25.44,6.9,0.0
2016,2,23,23.4,4.88,0.0
2016,2,24,23.82,6.35,1.7
2016,2,25,23.48,5.92,0.66
2016,2,26,24.44,11.05,0.32
2016,2,27,25.96,11.96,0.39
2016,2,28,26.91,9.7,0.28
2016,2,29,27.15,8.61,0.05
2016,3,1,27.3,8.73,0.21
2016,3,2,27.32,9.83,0.58
2016,3,3,27.11,7.69,0.0
2016,3,4,26.45,5.74,0.0
2016,3,5,28.07,6.23,0.0
2016,3,6,29.5,7.32,0.0
2016,3,7,26.53,8.48,7.53
2016,3,8,27.82,9.7,0.0
2016,3,9,29.33,10.13,0.0
2016,3,10,29.37,8.91,0.01
2016,3,11,29.62,8.06,0.0
2016,3,12,29.4,7.39,0.0
2016,3,13,28.98,8.3,1.4
2016,3,14,29.3,9.22,0.04
2016,3,15,29.2,9.64,0.01
2016,3,16,29.37,7.57,0.01
2016,3,17,27.08,4.82,0.0
2016,3,18,28.26,6.16,0.0
2016,3,19,29.67,10.99,1.06
2016,3,20,31.69,12.57,1.28
2016,3,21,31.55,9.7,0.12
2016,3,22,29.72,5.49,0.0
2016,3,23,28.66,4.09,0.0
2016,3,24,28.68,4.09,0.0
2016,3,25,30.25,6.47,0.0
2016,3,26,32.21,10.86,0.0
2016,3,27,33.23,13.49,0.4
2016,3,28,31.76,13.92,1.68
2016,3,29,31.49,12.45,0.34
2016,3,30,31.43,13.61,3.89
2016,3,31,29.19,15.99,14.52
2016,4,1,26.77,15.26,14.46
2016,4,2,29.51,13.92,0.22
2016,4,3,28.63,17.52,31.94
2016,4,4,29.97,17.27,5.16
2016,4,5,31.68,15.62,0.5
2016,4,6,31.04,13.92,2.97
2016,4,7,31.98,11.84,0.0
2016,4,8,32.95,11.41,0.02
2016,4,9,33.83,12.08,0.0
2016,4,10,32.91,8.97,0.0
2016,4,11,32.84,10.38,0.0
2016,4,12,33.26,9.28,0.0
2016,4,13,32.65,7.39,0.0
2016,4,14,32.51,8.67,0.0
2016,4,15,34.12,13.79,0.18
2016,4,16,33.63,14.34,0.25
2016,4,17,32.66,16.48,1.57
2016,4,18,34.03,16.6,0.08
2016,4,19,35.71,13.73,0.07
2016,4,20,34.65,12.63,0.0
2016,4,21,35.18,12.33,0.01
2016,4,22,35.27,11.78,0.0
2016,4,23,36.52,13.67,0.0
2016,4,24,35.51,10.01,0.0
2016,4,25,34.62,9.34,0.0
2016,4,26,36.22,13.0,0.0
2016,4,27,36.67,12.51,0.0
2016,4,28,36.74,12.33,0.18
2016,4,29,37.51,12.27,0.03
2016,4,30,36.85,10.31,0.0
2016,5,1,36.36,10.01,0.02
2016,5,2,33.29,14.47,1.08
2016,5,3,34.92,14.71,0.13
2016,5,4,33.44,15.32,5.24
2016,5,5,34.62,13.79,0.85
2016,5,6,34.77,12.7,0.75
2016,5,7,34.83,14.47,4.31
2016,5,8,31.82,16.42,18.27
2016,5,9,31.47,17.27,12.45
2016,5,10,33.15,16.42,3.55
2016,5,11,32.57,17.27,13.17
2016,5,12,32.76,16.17,7.55
2016,5,13,30.9,18.86,20.05
2016,5,14,32.44,18.37,6.73
2016,5,15,32.8,19.29,7.59
2016,5,16,34.16,18.62,1.48
2016,5,17,33.28,18.37,5.3
2016,5,18,32.62,18.8,14.54
2016,5,19,29.74,19.71,14.73
2016,5,20,30.69,18.31,0.6
2016,5,21,30.12,18.62,2.35
2016,5,22,33.33,16.91,0.64
2016,5,23,33.4,18.92,0.91
2016,5,24,34.21,19.53,1.86
2016,5,25,34.2,16.66,2.33
2016,5,26,31.98,18.49,14.94
2016,5,27,31.89,18.01,6.11
2016,5,28,31.23,18.43,18.48
2016,5,29,31.4,18.92,13.38
2016,5,30,32.95,17.88,0.08
2016,5,31,31.86,19.29,15.03
2016,6,1,31.94,18.98,4.38
2016,6,2,31.83,18.98,4.31
2016,6,3,32.54,18.8,0.02
2016,6,4,32.97,18.49,0.04
2016,6,5,33.34,18.8,0.02
2016,6,6,30.92,19.84,1.67
2016,6,7,31.02,20.08,6.22
2016,6,8,31.78,20.08,3.44
2016,6,9,32.38,19.96,0.29
2016,6,10,34.55,18.74,1.58
2016,6,11,35.5,19.71,2.95
2016,6,12,33.97,21.24,7.1
2016,6,13,29.83,21.97,10.69
2016,6,14,31.68,20.39,1.3
2016,6,15,31.37,20.81,2.18
2016,6,16,31.08,20.39,6.29
2016,6,17,30.12,20.75,9.0
2016,6,18,30.46,21.06,7.55
2016,6,19,31.44,20.51,3.27
2016,6,20,31.37,20.02,3.08
2016,6,21,30.99,20.02,5.89
2016,6,22,30.0,20.45,6.83
2016,6,23,30.14,20.75,7.28
2016,6,24,30.05,20.32,1.51
2016,6,25,30.01,19.47,4.33
2016,6,26,32.26,20.32,2.93
2016,6,27,31.99,21.06,2.63
2016,6,28,32.47,21.06,1.9
2016,6,29,31.79,21.06,0.84
2016,6,30,31.85,20.63,0.24
2016,7,1,31.7,21.55,5.25
2016,7,2,29.55,21.97,16.98
2016,7,3,29.69,22.09,37.94
2016,7,4,28.86,21.91,62.37
2016,7,5,28.75,22.22,57.41
2016,7,6,29.01,21.85,29.61
2016,7,7,29.73,22.16,6.52
2016,7,8,29.53,21.97,3.5
2016,7,9,29.66,22.16,4.54
2016,7,10,29.65,21.42,4.47
2016,7,11,29.61,21.48,3.6
2016,7,12,29.58,22.34,14.8
2016,7,13,29.9,22.03,13.74
2016,7,14,29.34,21.97,3.24
2016,7,15,29.57,22.77,11.25
2016,7,16,27.7,22.03,24.29
2016,7,17,28.04,20.81,30.69
2016,7,18,28.99,21.24,14.7
2016,7,19,28.25,21.55,10.77
2016,7,20,28.6,21.85,7.58
2016,7,21,28.47,21.91,6.89
2016,7,22,28.51,21.06,6.54
2016,7,23,28.09,20.94,13.96
2016,7,24,28.19,20.81,2.36
2016,7,25,28.1,21.18,12.68
2016,7,26,27.86,20.39,8.39
2016,7,27,28.66,19.9,1.51
2016,7,28,28.97,20.75,0.96
2016,7,29,29.56,20.81,1.43
2016,7,30,28.5,21.0,5.72
2016,7,31,28.59,20.69,7.07
2016,8,1,27.63,21.06,7.52
2016,8,2,27.75,21.06,8.62
2016,8,3,29.18,21.85,4.23
2016,8,4,29.32,22.16,1.8
2016,8,5,28.35,22.09,4.86
2016,8,6,28.25,21.97,6.09
2016,8,7,28.34,22.03,4.77
2016,8,8,29.02,21.55,4.55
2016,8,9,28.21,21.61,5.6
2016,8,10,27.53,21.55,31.83
2016,8,11,28.12,21.61,36.59
2016,8,12,28.64,21.61,11.29
2016,8,13,29.31,21.67,3.16
2016,8,14,28.82,21.85,0.88
2016,8,15,29.5,22.16,5.47
2016,8,16,28.74,22.03,7.91
2016,8,17,27.8,21.61,10.22
2016,8,18,27.91,21.48,6.84
2016,8,19,28.3,20.63,0.26
2016,8,20,29.53,21.36,0.1
2016,8,21,28.69,22.77,23.18
2016,8,22,27.96,21.48,47.12
2016,8,23,28.69,19.65,0.27
2016,8,24,29.26,20.45,0.06
2016,8,25,30.04,21.79,5.21
2016,8,26,28.01,21.79,16.42
2016,8,27,29.05,21.3,4.68
2016,8,28,28.79,21.24,1.16
2016,8,29,28.01,20.94,1.05
2016,8,30,28.83,20.94,5.11
2016,8,31,28.2,21.3,5.44
2016,9,1,27.99,21.42,1.32
2016,9,2,28.11,21.91,6.28
2016,9,3,28.4,21.67,11.32
2016,9,4,28.16,21.79,11.16
2016,9,5,28.94,21.97,11.42
2016,9,6,28.65,22.22,12.33
2016,9,7,28.01,21.55,4.46
2016,9,8,29.0,21.42,1.44
2016,9,9,28.95,21.36,0.63
2016,9,10,28.43,20.87,0.96
2016,9,11,26.93,19.96,10.53
2016,9,12,27.83,20.26,16.89
2016,9,13,27.84,20.45,11.26
2016,9,14,27.65,20.14,7.9
2016,9,15,28.16,20.81,9.21
2016,9,16,27.69,20.45,4.68
2016,9,17,28.21,20.81,4.34
2016,9,18,27.6,20.45,16.88
2016,9,19,28.3,20.63,9.73
2016,9,20,27.57,20.87,13.49
2016,9,21,27.53,20.69,13.75
2016,9,22,27.59,20.26,9.63
2016,9,23,27.23,20.45,5.39
2016,9,24,27.73,20.87,8.41
2016,9,25,27.55,20.69,23.16
2016,9,26,27.51,20.63,33.53
2016,9,27,28.12,20.2,8.92
2016,9,28,28.91,20.51,4.79
2016,9,29,28.5,21.12,10.29
2016,9,30,28.4,20.87,0.56
2016,10,1,28.26,19.59,0.07
2016,10,2,27.92,20.32,0.66
2016,10,3,28.9,20.2,2.32
2016,10,4,28.37,20.81,0.48
2016,10,5,28.17,20.94,0.19
2016,10,6,27.0,20.51,1.27
2016,10,7,27.58,19.78,0.49
2016,10,8,27.63,20.2,4.32
2016,10,9,27.16,20.2,8.87
2016,10,10,26.94,20.08,21.03
2016,10,11,27.12,20.14,37.84
2016,10,12,26.58,19.53,23.11
2016,10,13,25.52,16.11,0.04
2016,10,14,24.79,14.04,1.06
2016,10,15,24.12,14.83,0.0
